geolocation_zip_code_prefix,geolocation_state,geolocation_city,geolocation_lat,geolocation_lng
5861,SP,sao paulo,-23.670605457481017,-46.76701696413575
5862,SP,sao paulo,-23.667743783665735,-46.76430940072777
5863,SP,sao paulo,-23.676625125424074,-46.76584781196615
5864,SP,sao paulo,-23.67578219781872,-46.76138452365805
5866,SP,sao paulo,-23.677397739342158,-46.7697288821821
5867,SP,sao paulo,-23.67301897715987,-46.769991653119554
5868,SP,sao paulo,-23.66624068979821,-46.779362384785365
5869,SP,sao paulo,-23.677378485599004,-46.771263048438726
5870,SP,sao paulo,-23.68058437486398,-46.7725375672458
5871,SP,sao paulo,-23.684924148278707,-46.772806622046886
5872,SP,sao paulo,-23.68557276214228,-46.776189928726765
5873,SP,sao paulo,-23.689824250040164,-46.77858310566698
5874,SP,sao paulo,-23.67987700549982,-46.773129158152045
5875,SP,sao paulo,-23.690243720792314,-46.777102822648594
5876,SP,sao paulo,-23.69727981806278,-46.793670479635935
5877,SP,sao paulo,-23.69191134030341,-46.79072991237491
5878,SP,sao paulo,-23.68985495413789,-46.784628764862575
5879,SP,sao paulo,-23.688956526397924,-46.79338829484335
5880,SP,sao paulo,-23.686762736546736,-46.78827323522258
5881,SP,sao paulo,-23.6813250781529,-46.77777563878431
5882,SP,sao paulo,-23.680707553130727,-46.78419378586917
5883,SP,sao paulo,-23.676543935762872,-46.77926126496952
5884,SP,sao paulo,-23.671606346908504,-46.776113634340156
5885,SP,sao paulo,-23.674779986845653,-46.78512489229138
5886,SP,sao paulo,-23.682268822489156,-46.79351357791912
5887,SP,sao paulo,-23.67828727516083,-46.797542018386245
5888,SP,sao paulo,-23.673091600591444,-46.792176336327664
5889,SP,sao paulo,-23.667215236798935,-46.78231770864427
5890,SP,sao paulo,-23.665825167702554,-46.78876397591878
5891,SP,sao paulo,-23.66302666732129,-46.79172190974804
5892,SP,sao paulo,-23.66124533582121,-46.78703901667849
5893,SP,sao paulo,-23.658038023058577,-46.79040066009644
5894,SP,sao paulo,-23.65301961518454,-46.7883731586386
5895,SP,sao paulo,-23.652265201771623,-46.78579959201333
6010,SP,osasco,-23.534849353513795,-46.77431264243405
6013,SP,osasco,-23.531696692272018,-46.77716545992544
6016,SP,osasco,-23.53284541350734,-46.7797198187354
6018,SP,osasco,-23.54143288235432,-46.77566859429288
6020,SP,osasco,-23.544216456036477,-46.761898193789584
6023,SP,osasco,-23.543392082435187,-46.77081670094766
6026,SP,osasco,-23.551530098682864,-46.76300983099982
6028,SP,osasco,-23.54681831172538,-46.76751950549985
6029,SP,osasco,-23.54845385758796,-46.76981810610759
6030,SP,osasco,-23.557955807337724,-46.77128364785592
6033,SP,osasco,-23.560321556312243,-46.77804011762417
6036,SP,osasco,-23.554925909034864,-46.7764748547671
6037,SP,osasco,-23.55503701638862,-46.77326263310046
6038,SP,osasco,-23.56559062432993,-46.77832542548181
6040,SP,osasco,-23.570114125673562,-46.78347230405049
6045,SP,osasco,-23.57296074993118,-46.79307521945627
6050,SP,osasco,-23.55916596273135,-46.7866797304971
6053,SP,osasco,-23.55904419199653,-46.788516216731225
6056,SP,osasco,-23.566955685986397,-46.788367270084976
6060,SP,osasco,-23.55304985832057,-46.78185502020575
6065,SP,osasco,-23.555044265033207,-46.790416775933956
6070,SP,osasco,-23.548290463328467,-46.780665007913136
6075,SP,osasco,-23.5494836975945,-46.78783600504386
6080,SP,osasco,-23.543707570879505,-46.785291442401004
6083,SP,osasco,-23.5423092364714,-46.77880363430572
6086,SP,osasco,-23.53525108248203,-46.78465104369148
6090,SP,osasco,-23.533584039296567,-46.782143634100635
6093,SP,osasco,-23.530459546225323,-46.781793922586125
6097,SP,osasco,-23.528657120890372,-46.78008729261214
6102,SP,osasco,-23.54946788095088,-46.81297818818162
6110,SP,osasco,-23.53162924085806,-46.79143011392516
6112,SP,osasco,-23.536414818740994,-46.79601109982523
6114,SP,osasco,-23.533639377709846,-46.79778661634882
6120,SP,osasco,-23.542023765403467,-46.79169859873316
6122,SP,osasco,-23.542162319696885,-46.79867733760635
6124,SP,osasco,-23.546453999381377,-46.79685268601876
6126,SP,osasco,-23.552381514000484,-46.79498923907829
6130,SP,osasco,-23.557628275190552,-46.7967089010129
6132,SP,osasco,-23.556804971340938,-46.798288500802286
6140,SP,osasco,-23.577766853994707,-46.800681159907
6142,SP,osasco,-23.569472580134097,-46.7977343512972
6144,SP,osasco,-23.566868075187305,-46.80083878253548
6145,SP,osasco,-23.567942760244986,-46.80223722303451
6147,SP,osasco,-23.58086478064451,-46.80736438508917
6149,SP,osasco,-23.581636666632775,-46.81333903202689
6150,SP,osasco,-23.56975795010749,-46.81128987174747
6152,SP,osasco,-23.563528593035716,-46.80339818752543
6154,SP,osasco,-23.56012644126265,-46.80448970418922
6160,SP,osasco,-23.55569095387742,-46.81253100472043
6162,SP,osasco,-23.553569194197415,-46.80917761192744
6170,SP,osasco,-23.545580720595595,-46.80483788436828
6172,SP,osasco,-23.542711541398706,-46.81192328606325
6180,SP,osasco,-23.53665933556521,-46.80341475311927
6182,SP,osasco,-23.529131603676277,-46.81256714283085
6184,SP,osasco,-23.537844593330753,-46.80763822615063
6186,SP,osasco,-23.533929111792485,-46.812902180538124
6187,SP,osasco,-23.545158202885183,-46.8136660682641
6190,SP,osasco,-23.53012106648834,-46.79915789696048
6192,SP,osasco,-23.527750697123523,-46.80206509671304
6194,SP,osasco,-23.52558622696301,-46.801399767619735
6210,SP,osasco,-23.52747870944936,-46.76666888669333
6213,SP,osasco,-23.529511656935057,-46.768224359431386
6216,SP,osasco,-23.525590756997364,-46.771580582924926
6220,SP,osasco,-23.516352992932756,-46.782262707714814
6223,SP,osasco,-23.51563936267734,-46.777653215635844
6226,SP,osasco,-23.5083067453272,-46.77832484833088
6230,SP,osasco,-23.51729370930647,-46.79686599136393
6233,SP,osasco,-23.516710941561815,-46.78692852437119
6236,SP,osasco,-23.51054231146539,-46.788394510215014
6240,SP,osasco,-23.50397837304821,-46.80553058890849
6243,SP,osasco,-23.50363822914895,-46.798147158009904
6246,SP,osasco,-23.498811992026344,-46.807021394665234
6250,SP,osasco,-23.50060131562611,-46.79587823883796
6253,SP,osasco,-23.496906595843235,-46.79774126476707
6260,SP,osasco,-23.49939856517152,-46.79106110467674
6263,SP,osasco,-23.493795060131834,-46.79654131142918
6266,SP,osasco,-23.49337317586646,-46.78783708683303
6268,SP,osasco,-23.50051970188655,-46.77803882552528
6270,SP,osasco,-23.496195844547763,-46.77141812523962
6273,SP,osasco,-23.499149114930834,-46.76781218089295
6276,SP,osasco,-23.48682878390368,-46.77624830701592
6278,SP,osasco,-23.478450103519517,-46.78149249332528
6280,SP,osasco,-23.50964276669932,-46.76696961021919
6283,SP,osasco,-23.51422154074311,-46.76772717581829
6286,SP,osasco,-23.506521243524876,-46.77190834208786
6288,SP,osasco,-23.50243182178563,-46.765506025992046
6290,SP,osasco,-23.52090866096238,-46.771679259568344
6293,SP,osasco,-23.51622322011073,-46.762852445672046
6296,SP,osasco,-23.51817522384337,-46.75716881512665
6298,SP,osasco,-23.521207574784768,-46.75440280232129
6310,SP,carapicuiba,-23.515742398767383,-46.838571302006756
6311,SP,carapicuiba,-23.521193269296212,-46.8434028010682
6315,SP,carapicuiba,-23.52449571942832,-46.84131957212039
6317,SP,carapicuiba,-23.526014875607487,-46.846004120195374
6320,SP,carapicuiba,-23.524702245122253,-46.83620490411854
6321,SP,carapicuiba,-23.539133785676455,-46.82989030924134
6322,SP,carapicuiba,-23.529969876282543,-46.83334851454315
6325,SP,carapicuiba,-23.531467842043295,-46.829140019440025
6326,SP,carapicuiba,-23.529751152298974,-46.82874925953818
6327,SP,carapicuiba,-23.533033357605227,-46.8240614164408
6328,SP,carapicuiba,-23.52823623025483,-46.82509584204948
6329,SP,carapicuiba,-23.539265273028246,-46.82191343782536
6330,SP,carapicuiba,-23.553281697806984,-46.826851647865524
6331,SP,carapicuiba,-23.543724643942763,-46.82870022645979
6332,SP,carapicuiba,-23.548880300973916,-46.83040186147209
6333,SP,carapicuiba,-23.559569478283002,-46.83162516295656
6334,SP,carapicuiba,-23.544464630003763,-46.83139849782839
6335,SP,carapicuiba,-23.555144365065882,-46.83370661924587
6340,SP,carapicuiba,-23.567530688856102,-46.82423468404784
6341,SP,carapicuiba,-23.5725262221517,-46.819375413028766
6342,SP,carapicuiba,-23.57869285313796,-46.82550300682414
6343,SP,carapicuiba,-23.56805881991441,-46.833229977258675
6345,SP,carapicuiba,-23.573650352302717,-46.84222140412614
6350,SP,carapicuiba,-23.574881538576804,-46.85587224842224
6351,SP,carapicuiba,-23.569234436662427,-46.8638606814709
6352,SP,carapicuiba,-23.564076301777447,-46.87009509399779
6355,SP,carapicuiba,-23.56013410195092,-46.85904519263862
6360,SP,carapicuiba,-23.55904608479799,-46.839013235951974
6361,SP,carapicuiba,-23.557671255904783,-46.84559484183762
6362,SP,carapicuiba,-23.554317571488404,-46.84160439267728
6363,SP,carapicuiba,-23.567951591731696,-46.8387090864458
6364,SP,carapicuiba,-23.565481812947517,-46.84237711013526
6365,SP,carapicuiba,-23.55314015648017,-46.850737878281834
6379,SP,carapicuiba,-23.53484202582972,-46.85972267199777
6380,SP,carapicuiba,-23.54102147003708,-46.8373758167028
6381,SP,carapicuiba,-23.545774308301386,-46.83860018179348
6382,SP,carapicuiba,-23.549625142232646,-46.8393167888044
6384,SP,carapicuiba,-23.542561381403704,-46.84617297088273
6385,SP,carapicuiba,-23.542197377266902,-46.84306413657526
6386,SP,carapicuiba,-23.53240843155469,-46.842249330581
6387,SP,carapicuiba,-23.55134994036523,-46.83514188734528
6390,SP,carapicuiba,-23.54025166102094,-46.853269737801405
6394,SP,carapicuiba,-23.525076232463718,-46.85686013044346
6395,SP,carapicuiba,-23.53277803331067,-46.85004380152142
6396,SP,carapicuiba,-23.529298153815535,-46.85395528227106
6397,SP,carapicuiba,-23.53071021861632,-46.858148800459134
6401,SP,barueri,-23.509952778724596,-46.87704340009595
6402,SP,barueri,-23.50851572453926,-46.87924318388585
6404,SP,barueri,-23.50719132686783,-46.87144896903376
6405,SP,barueri,-23.49434370188957,-46.87650813837265
6406,SP,barueri,-23.50179856781262,-46.88702018207849
6407,SP,barueri,-23.50012843308926,-46.89051084192122
6408,SP,barueri,-23.495194751948663,-46.88520983079598
6409,SP,barueri,-23.49428851329372,-46.89616631017783
6410,SP,barueri,-23.501578551409718,-46.86703187573574
6411,SP,barueri,-23.501550313284245,-46.87413785775053
6412,SP,barueri,-23.497908049234216,-46.880467297232144
6413,SP,barueri,-23.48726493520335,-46.87872880658077
6414,SP,barueri,-23.493035609898918,-46.8698375343033
6415,SP,barueri,-23.490399748319387,-46.88922050406019
6416,SP,barueri,-23.48698606822565,-46.89301804491005
6417,SP,barueri,-23.48632672719056,-46.88405320811771
6418,SP,barueri,-23.48266794392987,-46.88567721172822
6419,SP,barueri,-23.476811235974747,-46.885160936868886
6420,SP,barueri,-23.51111745456992,-46.89479804881626
6421,SP,barueri,-23.50874753592084,-46.90120799246317
6422,SP,barueri,-23.51578574734173,-46.901995259851184
6423,SP,barueri,-23.500060199764768,-46.91251193955432
6424,SP,barueri,-23.495901469908656,-46.87468669635919
6428,SP,barueri,-23.49654286979561,-46.957637384943446
6429,SP,barueri,-23.489858746838912,-46.95318164119193
6433,SP,barueri,-23.526195729931292,-46.88802004518071
6434,SP,barueri,-23.529791142401624,-46.8894509252943
6435,SP,barueri,-23.53173723445399,-46.884209012356884
6436,SP,barueri,-23.53766312144032,-46.888915425858386
6437,SP,barueri,-23.544509413637105,-46.88869393877023
6440,SP,barueri,-23.511263906450992,-46.85935233439145
6442,SP,barueri,-23.515251861775496,-46.87602474253068
6443,SP,barueri,-23.53818279547155,-46.86422859332395
6444,SP,barueri,-23.54418288130866,-46.88444243164999
6445,SP,barueri,-23.529334599156655,-46.86452260272021
6447,SP,barueri,-23.54073118125165,-46.8756730156581
6448,SP,barueri,-23.54788573378463,-46.87573226206681
6449,SP,barueri,-23.54201919219896,-46.868685899015304
6453,SP,barueri,-23.49708533971969,-46.85104382885813
6454,SP,barueri,-23.495138923896704,-46.84764010872535
6455,SP,barueri,-23.500661769974375,-46.85197424060613
6458,SP,barueri,-23.491505304841173,-46.82597628504697
6460,SP,barueri,-23.498805124868884,-46.8314433733296
6462,SP,barueri,-23.485459167361192,-46.809773523794576
6463,SP,barueri,-23.50232292433357,-46.8138337352002
6465,SP,barueri,-23.50398072643377,-46.840983806203525
6470,SP,barueri,-23.49482068054607,-46.858944020503806
6471,SP,barueri,-23.4864585089308,-46.853449229027774
6472,SP,barueri,-23.485625914113587,-46.85293949364982
6473,SP,barueri,-23.482955853134488,-46.86527846584713
6474,SP,barueri,-23.48756713172254,-46.8460576278753
6475,SP,barueri,-23.487599908505533,-46.837019505739676
6480,SP,barueri,-23.48801831246201,-46.85551053744682
6485,SP,barueri,-23.483223625848662,-46.84787766687519
6501,SP,santana de parnaiba,-23.444180408123398,-46.91522799490033
6502,SP,santana de parnaiba,-23.445073846909132,-46.92478873651864
6503,SP,santana de parnaiba,-23.456350050813924,-46.93726377544622
6504,SP,santana de parnaiba,-23.439650649204463,-46.938526486626124
6505,SP,santana de parnaiba,-23.412593435993,-46.94096623220687
6506,SP,santana de parnaiba,-23.41861386678535,-46.95887633541417
6509,SP,santana de parnaiba,-23.452404526542303,-46.95193081159684
6513,SP,santana de parnaiba,-23.46154405401685,-46.91559402875042
6514,SP,santana de parnaiba,-23.473246808222513,-46.91221504174109
6515,SP,santana de parnaiba,-23.47369338114574,-46.89660412788832
6516,SP,santana de parnaiba,-23.480991067268,-46.89395060084518
6517,SP,santana de parnaiba,-23.47611023419865,-46.93397429636492
6519,SP,santana de parnaiba,-23.491117181751463,-46.963411383321805
6520,SP,santana de parnaiba,-23.477561836997683,-46.97520379410555
6523,SP,santana de parnaiba,-23.493861855031458,-47.001292999517176
6524,SP,santana de parnaiba,-23.474620985632438,-47.006332851474404
6525,SP,santana de parnaiba,-23.416326515461027,-46.89374304939224
6526,SP,santana de parnaiba,-23.428904861621987,-46.925863433951385
6528,SP,santana de parnaiba,-23.408474354406707,-46.89674614403611
6529,SP,santana de parnaiba,-23.403975023084683,-46.88358728364371
6530,SP,santana de parnaiba,-23.410898396916267,-46.88461381688108
6531,SP,santana de parnaiba,-23.421801290228167,-46.87348182585865
6532,SP,santana de parnaiba,-23.44195487529303,-46.88952534425782
6533,SP,santana de parnaiba,-23.42228464027248,-46.873277966105356
6534,SP,santana de parnaiba,-23.41466155821568,-46.86884350425596
6535,SP,santana de parnaiba,-23.425334378080287,-46.85585037449962
6537,SP,santana de parnaiba,-23.42921625464902,-46.826927009549095
6539,SP,santana de parnaiba,-23.465883756885724,-46.88538233658184
6540,SP,santana de parnaiba,-23.453981757128375,-46.88220443943839
6541,SP,santana de parnaiba,-23.46237415816349,-46.87277558598431
6542,SP,santana de parnaiba,-23.47422111218507,-46.866017153200644
6543,SP,santana de parnaiba,-23.470870861346572,-46.855046535501735
6544,SP,santana de parnaiba,-23.464388573467637,-46.84673978031731
6550,SP,pirapora do bom jesus,-23.404053814612354,-46.99519585610397
6600,SP,jandira,-23.5327309263196,-46.90180779352842
6602,SP,jandira,-23.534415417442645,-46.89774634213555
6604,SP,jandira,-23.53917158167218,-46.904106859928625
6606,SP,jandira,-23.532928552350185,-46.90755151460527
6608,SP,jandira,-23.53369795450205,-46.91496125522176
6609,SP,jandira,-23.535135890250324,-46.910810750214864
6610,SP,jandira,-23.524186067799068,-46.92088103105522
6612,SP,jandira,-23.52097083871071,-46.9224136075336
6616,SP,jandira,-23.5268335382693,-46.90991626047089
6618,SP,jandira,-23.5252108575078,-46.8996352450149
6620,SP,jandira,-23.546200397255028,-46.89274660183476
6622,SP,jandira,-23.546894293384263,-46.899884027136565
6624,SP,jandira,-23.54804818521038,-46.910299181663824
6626,SP,jandira,-23.541481935129905,-46.91153100426949
6630,SP,jandira,-23.555692803272574,-46.890150819947415
6631,SP,jandira,-23.544998282452386,-46.90430341342511
6633,SP,jandira,-23.530553236083108,-46.8862397904778
6634,SP,jandira,-23.558779158993527,-46.90464865994867
6636,SP,jandira,-23.55656223851614,-46.89917894499263
6642,SP,jandira,-23.55725822010308,-46.876998837085814
6648,SP,jandira,-23.548521880837207,-46.867086541860346
6650,SP,itapevi,-23.54458899714706,-46.93515870222017
6652,SP,itapevi,-23.549631095321605,-46.92647413858251
6653,SP,itapevi,-23.54692116843475,-46.92972402735392
6654,SP,itapevi,-23.539199159517526,-46.92347355420676
6655,SP,itapevi,-23.567435069775893,-46.986285152506035
6656,SP,itapevi,-23.55436340444467,-46.924437612463485
6657,SP,itapevi,-23.557595632057932,-46.92900529662719
6660,SP,itapevi,-23.548570288745033,-46.95563568922499
6663,SP,itapevi,-23.558145688107825,-46.93939804122542
6665,SP,itapevi,-23.56898386676989,-46.98675890796004
6670,SP,itapevi,-23.586161755989114,-46.96523338251495
6673,SP,itapevi,-23.554944,-46.911946500000006
6675,SP,itapevi,-23.550231981617483,-46.971866034717685
6680,SP,itapevi,-23.535229493746197,-46.97657837936722
6683,SP,itapevi,-23.539825558006378,-46.97077935067013
6684,SP,itapevi,-23.53893664870084,-46.942246782823496
6685,SP,itapevi,-23.541959125468683,-46.99840683769765
6690,SP,itapevi,-23.52759344379656,-46.9489293037245
6693,SP,itapevi,-23.539122044297276,-46.9511362685818
6694,SP,itapevi,-23.543127785996262,-46.9380035501126
6695,SP,itapevi,-23.53832157474038,-46.95362946828497
6696,SP,itapevi,-23.523296991854217,-46.94165317619033
6700,SP,cotia,-23.609193450011173,-46.93494165854764
6701,SP,cotia,-23.610264513072423,-46.972541639061184
6702,SP,cotia,-23.58563246947297,-46.928907392032414
6703,SP,cotia,-23.596649143666884,-46.91176581659948
6704,SP,cotia,-23.578463648831786,-46.916546009749965
6705,SP,cotia,-23.591713508851832,-46.89393781848005
6706,SP,cotia,-23.578764722346538,-46.87445840732788
6707,SP,cotia,-23.589817921913188,-46.870238213297746
6708,SP,cotia,-23.592556877939913,-46.84707828184118
6709,SP,cotia,-23.590149671589803,-46.83357311060826
6710,SP,cotia,-23.598800580701703,-46.82736618974964
6711,SP,cotia,-23.60566806568809,-46.83971005687771
6712,SP,cotia,-23.608954933233857,-46.84788542796091
6713,SP,cotia,-23.62696161519438,-46.86795965406048
6714,SP,cotia,-23.59949738729863,-46.872113524635076
6715,SP,cotia,-23.609380378430863,-46.876299476616715
6716,SP,cotia,-23.608065798364628,-46.900512257788456
6717,SP,cotia,-23.609279814450804,-46.91780970449471
6719,SP,cotia,-23.623045698450944,-46.93762677683279
6720,SP,cotia,-23.62020802032187,-46.96215333417043
6721,SP,cotia,-23.64145234253133,-46.97587364209823
6722,SP,cotia,-23.63886600394706,-46.9515617822903
6723,SP,cotia,-23.663327044622132,-46.98072228199521
6724,SP,cotia,-23.685485774207734,-46.90982958187823
6725,SP,cotia,-23.687153170834076,-47.02824937272749
6726,SP,cotia,-23.65920408399639,-47.054470806020966
6727,SP,cotia,-23.672555691332153,-47.02375649210613
6728,SP,cotia,-23.67239952554784,-46.988723007736766
6729,SP,cotia,-23.716223362711553,-47.02548723306482
6730,SP,vargem grande paulista,-23.62233836107439,-47.01265586806666
6738,SP,vargem grande paulista,-23.64615211486552,-47.00279569847461
6753,SP,taboao da serra,-23.602085292597913,-46.75652972053883
6754,SP,taboao da serra,-23.60604384216814,-46.75710975497339
6755,SP,taboao da serra,-23.600725310002684,-46.76510601984567
6756,SP,taboao da serra,-23.60632879554748,-46.7737949651944
6757,SP,taboao da serra,-23.60839736669154,-46.778844894601875
6760,SP,taboao da serra,-23.61321759940054,-46.77281599455933
6763,SP,taboao da serra,-23.612135715200612,-46.76111316295452
6764,SP,taboao da serra,-23.616873417551975,-46.767500000069354
6765,SP,taboao da serra,-23.622105220946715,-46.7735401669915
6766,SP,taboao da serra,-23.627687668313342,-46.778484208796115
6767,SP,taboao da serra,-23.623452850604174,-46.785131077308016
6768,SP,taboao da serra,-23.607603000000005,-46.757134124999986
6770,SP,taboao da serra,-23.636927352208527,-46.785005741388055
6773,SP,taboao da serra,-23.642201438099086,-46.79196259002324
6774,SP,taboao da serra,-23.642125778725564,-46.80036467756545
6775,SP,taboao da serra,-23.636782252248732,-46.79488117449144
6780,SP,taboao da serra,-23.623517419984143,-46.791219137462164
6783,SP,taboao da serra,-23.63068620063295,-46.78948278831642
6784,SP,taboao da serra,-23.63247817649909,-46.790191159568494
6785,SP,taboao da serra,-23.636233110435946,-46.80599708103793
6786,SP,taboao da serra,-23.626065393405163,-46.807902495567
6787,SP,taboao da serra,-23.623664758897906,-46.80047472337648
6790,SP,taboao da serra,-23.611202812462583,-46.78706546390584
6793,SP,taboao da serra,-23.613682860966815,-46.78140916418751
6794,SP,taboao da serra,-23.616037726454156,-46.807403344830206
6795,SP,taboao da serra,-23.61301741721878,-46.79759373793231
6803,SP,embu das artes,-23.648942032844122,-46.849014125573234
6804,SP,embu das artes,-23.644251477120434,-46.850874751375216
6805,SP,embu das artes,-23.633646291403622,-46.85019079807905
6806,SP,embu das artes,-23.635940395971573,-46.838568199282456
6807,SP,embu das artes,-23.627221100346755,-46.82348053394427
6810,SP,embu das artes,-23.6471307241995,-46.80122086985008
6813,SP,embu das artes,-23.651419840411457,-46.80531865509998
6814,SP,embu das artes,-23.659934713208234,-46.814589834839374
6815,SP,embu das artes,-23.653188901191648,-46.81474144720887
6816,SP,embu das artes,-23.644821219376286,-46.819815280121674
6817,SP,embu das artes,-23.63405171291414,-46.81995637824025
6818,SP,embu das artes,-23.642048023368268,-46.83752624335116
6820,SP,embu das artes,-23.659285602727277,-46.79667338957728
6823,SP,embu das artes,-23.66979897579007,-46.80193510564261
6824,SP,embu das artes,-23.67648281814007,-46.80474537411708
6825,SP,embu das artes,-23.66670269798715,-46.81037674744312
6826,SP,embu das artes,-23.65953453974373,-46.801826104954934
6830,SP,embu das artes,-23.646785117574485,-46.84217072311225
6833,SP,embu das artes,-23.656429320048268,-46.84433377450146
6835,SP,embu das artes,-23.676672160109366,-46.85109917448426
6840,SP,embu das artes,-23.64941741684403,-46.8619128150016
6843,SP,embu das artes,-23.66658083658743,-46.86228783910152
6844,SP,embu das artes,-23.662058903357565,-46.88244515971343
6845,SP,embu das artes,-23.641671820040482,-46.89389001907958
6846,SP,embu das artes,-23.63569401627502,-46.87246995995669
6850,SP,itapecerica da serra,-23.70957867649271,-46.851466438310915
6851,SP,itapecerica da serra,-23.71811928622092,-46.85925621739484
6852,SP,itapecerica da serra,-23.706616567861154,-46.85862883693203
6853,SP,itapecerica da serra,-23.69078071512126,-46.85555360684095
6854,SP,itapecerica da serra,-23.701621286868605,-46.84881311190209
6855,SP,itapecerica da serra,-23.69549888990511,-46.827951552768546
6856,SP,itapecerica da serra,-23.693469086029047,-46.80644911237307
6857,SP,itapecerica da serra,-23.7048140292795,-46.79954299592948
6858,SP,itapecerica da serra,-23.708934793355443,-46.82560049131585
6859,SP,itapecerica da serra,-23.70937973240493,-46.83329934758749
6860,SP,itapecerica da serra,-23.72419549150417,-46.83997429767535
6861,SP,itapecerica da serra,-23.731030876769257,-46.81030818712576
6863,SP,itapecerica da serra,-23.729006006356304,-46.83047988626995
6864,SP,itapecerica da serra,-23.74397042289291,-46.8012084563895
6865,SP,itapecerica da serra,-23.74638181060236,-46.7943052545791
6866,SP,itapecerica da serra,-23.754769472982076,-46.80155498266313
6867,SP,itapecerica da serra,-23.757006296730932,-46.809923653829735
6868,SP,itapecerica da serra,-23.759727865239057,-46.82518278210892
6869,SP,itapecerica da serra,-23.74450746653232,-46.84674239461971
6870,SP,itapecerica da serra,-23.73077219306886,-46.877757024463904
6871,SP,itapecerica da serra,-23.72427347571645,-46.85709533617381
6872,SP,itapecerica da serra,-23.73528178525557,-46.85158433832222
6873,SP,itapecerica da serra,-23.754661192174545,-46.85680992113433
6874,SP,itapecerica da serra,-23.762877920726485,-46.84422006089104
6876,SP,itapecerica da serra,-23.75945584211542,-46.87909353041607
6877,SP,itapecerica da serra,-23.777046984514794,-46.91174763875944
6880,SP,itapecerica da serra,-23.77816613702251,-46.91872872241261
6881,SP,itapecerica da serra,-23.74431149999998,-46.91809948699995
6882,SP,itapecerica da serra,-23.740323844601743,-46.89787469482508
6885,SP,itapecerica da serra,-23.70895961078223,-46.87716997685761
6886,SP,itapecerica da serra,-23.715528426395963,-46.88848415276892
6887,SP,itapecerica da serra,-23.69033008421355,-46.88539713771059
6888,SP,itapecerica da serra,-23.686936834051654,-46.86477200793187
6890,SP,sao lourenco da serra,-23.854849006454973,-46.94850989701518
6900,SP,embu das artes guacu,-23.835152440418117,-46.814096516746666
6950,SP,juquitiba,-23.941356635486777,-47.07142688485967
7010,SP,guarulhos,-23.46772008777235,-46.52936294781379
7011,SP,guarulhos,-23.468146460946205,-46.53076128243346
7012,SP,guarulhos,-23.471611254681697,-46.528985262255624
7013,SP,guarulhos,-23.47269510194392,-46.52614416334941
7020,SP,guarulhos,-23.469430996127834,-46.53754827011586
7021,SP,guarulhos,-23.47352496758121,-46.53889232791382
7022,SP,guarulhos,-23.47289366887647,-46.532782914133314
7023,SP,guarulhos,-23.477739265407468,-46.54186292119741
7024,SP,guarulhos,-23.478592986067778,-46.537453194800975
7025,SP,guarulhos,-23.482718009619035,-46.54296323679314
7030,SP,guarulhos,-23.4963503774544,-46.550111933012694
7031,SP,guarulhos,-23.49757503423372,-46.54783762216986
7032,SP,guarulhos,-23.504749777390664,-46.553895709365975
7033,SP,guarulhos,-23.49906334111287,-46.55480926606578
7034,SP,guarulhos,-23.477159720793047,-46.52233381337768
7040,SP,guarulhos,-23.474504652952945,-46.544416525373435
7041,SP,guarulhos,-23.481564864390496,-46.548652839972725
7042,SP,guarulhos,-23.480917824102303,-46.549596481252834
7043,SP,guarulhos,-23.48396868719898,-46.55120594292056
7044,SP,guarulhos,-23.481398556465976,-46.55376308551367
7050,SP,guarulhos,-23.462659302220484,-46.552283696894456
7051,SP,guarulhos,-23.468252112713323,-46.551221208831066
7052,SP,guarulhos,-23.47244018174114,-46.554128470589184
7053,SP,guarulhos,-23.475838661624753,-46.55695926677129
7054,SP,guarulhos,-23.466592578075662,-46.55759716164935
7055,SP,guarulhos,-23.467445564544455,-46.56111683936276
7056,SP,guarulhos,-23.46014343251304,-46.56573759288098
7060,SP,guarulhos,-23.455512860951988,-46.54686050882444
7061,SP,guarulhos,-23.45466435928434,-46.55395431762466
7062,SP,guarulhos,-23.459826179399208,-46.55277371534361
7063,SP,guarulhos,-23.457067710340734,-46.55771455539913
7064,SP,guarulhos,-23.452186556771593,-46.55652780336646
7070,SP,guarulhos,-23.452256080258973,-46.557355801351626
7071,SP,guarulhos,-23.453379327751627,-46.56218063053474
7072,SP,guarulhos,-23.445486046166106,-46.5529164175586
7073,SP,guarulhos,-23.445914769803487,-46.562799711254165
7074,SP,guarulhos,-23.44912811750711,-46.56193053750544
7075,SP,guarulhos,-23.425723123139385,-46.550116532519155
7076,SP,guarulhos,-23.43177696952711,-46.56307108475753
7077,SP,guarulhos,-23.43609855054711,-46.55205732105067
7080,SP,guarulhos,-23.4436083794215,-46.54654337387641
7081,SP,guarulhos,-23.44275913350345,-46.553606640360606
7082,SP,guarulhos,-23.436732091459998,-46.543659216329424
7083,SP,guarulhos,-23.437605538807272,-46.55038501338731
7084,SP,guarulhos,-23.429453011960295,-46.54951006386265
7085,SP,guarulhos,-23.4285614490182,-46.547101642225584
7087,SP,guarulhos,-23.41893286236631,-46.52338757756916
7090,SP,guarulhos,-23.46772008860386,-46.53483469370681
7091,SP,guarulhos,-23.464355467638494,-46.53785009179902
7092,SP,guarulhos,-23.46325601665175,-46.544580227540514
